path,text
filtered-cv10-test/809.wav,усе життя шукала принца на білому коні а трапляються лише вершники без голови
filtered-cv10-test/81.wav,кожна людина це неповторний світ
filtered-cv10-test/810.wav,галинка колись служила у пана в горницях
filtered-cv10-test/811.wav,я бачу російських солдатів які збираються в цей останній південний похід
filtered-cv10-test/812.wav,устань і підійди
filtered-cv10-test/813.wav,бабцю мовила зовсім тверезим голосом жона я-м тобі ще не все рекла
filtered-cv10-test/814.wav,піди до ждана
filtered-cv10-test/815.wav,цей період став визначальним для майбутнього слов'янських і фінських племен
filtered-cv10-test/3241.wav,велій болярин зам'явся
filtered-cv10-test/3242.wav,через що московит і повинен отримати перевагу
filtered-cv10-test/3243.wav,ось такі митрополити-державники російського православ'я
filtered-cv10-test/3244.wav,про це мені повідомили у союзному держплані в часи перебудови
filtered-cv10-test/3245.wav,людям язика не зав'яжеш
filtered-cv10-test/3246.wav,войслав гордовито відповів
filtered-cv10-test/3247.wav,маю
filtered-cv10-test/3248.wav,підставами для звільнення судді є
filtered-cv10-test/3249.wav,один із древніх істориків смути бачив загальну народну провину в божевільному мовчанні перед царем
filtered-cv10-test/325.wav,не святі горшки ліплять
filtered-cv10-test/3251.wav,згадайте брехню про київ
filtered-cv10-test/326.wav,однак це чергова вигадка
filtered-cv10-test/3260.wav,не знаю як читачі але я в подібні сказання не вірю
filtered-cv10-test/3267.wav,чорнолісці вже пішли в той район
filtered-cv10-test/3268.wav,енея з військом уздріває
filtered-cv10-test/3269.wav,два козаки стали по боках
filtered-cv10-test/127.wav,далі кладемо інгредієнти шарами вівсянка сирок горіхи
filtered-cv10-test/1270.wav,тому посідання великокнязівського престолу ярославом всеволодовичем слід гадати відбувалося за зовсім іншим сценарієм
filtered-cv10-test/1271.wav,сім'я дитинство материнство і батьківство охороняються державою
filtered-cv10-test/1272.wav,рішення комісії оформлюється протоколом який підписується головуючим на засіданні комісії
filtered-cv10-test/1273.wav,свою долю й конем не об'їдеш
filtered-cv10-test/1274.wav,вам усім добре видно свої прізвища на екрані
filtered-cv10-test/1275.wav,одне лише я знала й відчувала
filtered-cv10-test/1276.wav,а берлінський гестапівець після війни знову спокійнісінько працює в органах влади
filtered-cv10-test/1277.wav,якщо є запитання готова відповідати
filtered-cv10-test/1278.wav,шановні панове депутати
filtered-cv10-test/1279.wav,їхня компанія виготовляла алюмінієві вікна й двері працювали там пів року
filtered-cv10-test/128.wav,поки що я не бачу на виступ з місця не записався ніхто
filtered-cv10-test/1280.wav,зарубай собі на носі
filtered-cv10-test/1281.wav,кіновиробництво процес довгий і затратний
filtered-cv10-test/1672.wav,розмови стихли
filtered-cv10-test/1673.wav,чого в ньому більше
filtered-cv10-test/1674.wav,тепер же коли хоч злигаймось
filtered-cv10-test/1675.wav,обійшлося на щастя без жертв
filtered-cv10-test/1676.wav,відносно-якісні прикметники
filtered-cv10-test/1677.wav,нульове
filtered-cv10-test/1678.wav,вимова подібна до полтавської таке ж пом'якшення л
filtered-cv10-test/168.wav,та й не могли знати
filtered-cv10-test/1680.wav,пішов із ханенком і ще кількома хлопцями в село
filtered-cv10-test/1682.wav,схиляємо голову перед подвигом захисників
filtered-cv10-test/1683.wav,хто мовчить той десятьох навчить
filtered-cv10-test/1684.wav,нема мені ні від сонця ні від місяця
filtered-cv10-test/2053.wav,разом із тим спостерігаються й деякі закономірності в наголошуванні слів
filtered-cv10-test/2054.wav,не будь тим що землю риє
filtered-cv10-test/2055.wav,вони знов приїхали
filtered-cv10-test/2056.wav,велика частина системного програмного забезпечення пишеться мовою сі
filtered-cv10-test/2057.wav,у них на обслуговуванні є велика кількість будинків
filtered-cv10-test/2058.wav,добробут і щастя країни з найбільшим населенням у світі залежить від цього
filtered-cv10-test/2059.wav,зустрілись теж як в фільмі
filtered-cv10-test/206.wav,та однієї весни
filtered-cv10-test/2060.wav,звідси і недовіра чи навіть підозри які відкрито висловлюються
filtered-cv10-test/2061.wav,переходимо до наступного питання
filtered-cv10-test/2062.wav,шановні колеги прошу уваги
filtered-cv10-test/2063.wav,мова довга не є добро
filtered-cv10-test/2064.wav,іноді з'їси і не доволі зате живеш на волі
filtered-cv10-test/2426.wav,я піду зараз не бійтеся
filtered-cv10-test/2427.wav,два чоловіки хапали здоровенні молоти і били в такт по залізу
filtered-cv10-test/2428.wav,що знає панна про графа
filtered-cv10-test/243.wav,хочуть вкрасти
filtered-cv10-test/2430.wav,простежмо добре відому закономірність зі смертю по дорозі
filtered-cv10-test/2431.wav,хто вище злізе дужче пада
filtered-cv10-test/2433.wav,я свідомо занижую цю цифру
filtered-cv10-test/2434.wav,власні невміння і тупість закрили людськими життями
filtered-cv10-test/2435.wav,виконавчу владу в областях і районах містах києві та севастополі здійснюють місцеві державні адміністрації
filtered-cv10-test/2437.wav,слов'янські святині підніс татарам на тарілочці олександр невський своєю зрадою
filtered-cv10-test/2438.wav,і як ми переконаємося у цих діяннях імперії крився доволі прагматичний резон
filtered-cv10-test/3102.wav,це її фарисейський вимисел про святість олександра невського
filtered-cv10-test/3103.wav,так що гарматний матеріал потроївся
filtered-cv10-test/3104.wav,старий кінь борозни не зіпсує
filtered-cv10-test/3105.wav,а тільки як-небудь спіткнись дивись хто й поважав той лає
filtered-cv10-test/3106.wav,російський істеблішмент сотворив колосальний фокус загубив першоджерела
filtered-cv10-test/3108.wav,мовляв погляньте самі київські літописці зафіксували нашу появу на світ божий
filtered-cv10-test/3109.wav,бояри дружинники які прийшли з батьком андрія і підкорили племена
filtered-cv10-test/311.wav,скільки вовка не годуй а він все в ліс дивиться
filtered-cv10-test/3110.wav,сильною вона стала тільки тому що в майстерності рабства виявилася не-перевершеною
filtered-cv10-test/3111.wav,перша світова війна
filtered-cv10-test/3112.wav,застосування мов в україні гарантується конституцією україни та визначається законом
filtered-cv10-test/684.wav,нехай дружба буде для тебе яскравим світлом що осягає мету життя
filtered-cv10-test/685.wav,особливості здійснення виконавчої влади у містах києві та севастополі визначаються окремими законами україни
filtered-cv10-test/69.wav,навіщо давати матеріал для роздумів нехай людина вірить московським сказанням
filtered-cv10-test/690.wav,болять мені рани сікурдові печуть у серці й не можу вгамувати їх
filtered-cv10-test/691.wav,тепер іди собі
filtered-cv10-test/693.wav,потім тайвань захопили китайці які не мали з аборигенами нічого спільного
filtered-cv10-test/694.wav,через низьку зарплату молодь не хоче залишатися у містечку донецької області
filtered-cv10-test/695.wav,різниця в тому що японці не вважають що через це треба злитися
filtered-cv10-test/696.wav,щодо скасування незаконних розпоряджень
filtered-cv10-test/697.wav,дякую вам за розуміння
filtered-cv10-test/698.wav,бісились до сказу імперські зарази валуєвські циркуляри і емські укази
filtered-cv10-test/699.wav,не раніш як я сповню свою службу сла
filtered-cv10-test/1107.wav,який їхав таку й здибав
filtered-cv10-test/1108.wav,держава прагне до збалансованості бюджету україни
filtered-cv10-test/1109.wav,якщо народ обирає свободу він матиме хліб вирощений ним самим і ніким не відібраний
filtered-cv10-test/111.wav,за чужим столом не махай постолом
filtered-cv10-test/1110.wav,це підтверджується і непрямими джерелами
filtered-cv10-test/1111.wav,під лежачий камінь вода не тече
filtered-cv10-test/1112.wav,послухаймо історика
filtered-cv10-test/1113.wav,але це буде пізніше
filtered-cv10-test/1114.wav,бійся не того собаки що бреше а того що лащиться
filtered-cv10-test/1115.wav,татаро-монголів ніколи не лякали стіни
filtered-cv10-test/1116.wav,український народ не мав історичних коренів які б пов'язували його з московитами
filtered-cv10-test/2822.wav,однак повернімося до українських земель на які у вас великий апетит
filtered-cv10-test/2825.wav,в понеділок
filtered-cv10-test/2826.wav,бабуся прочовгала до виходу
filtered-cv10-test/2827.wav,коли зійдеться три українці то це вже хор
filtered-cv10-test/283.wav,частина друга
filtered-cv10-test/2830.wav,але скільки гонору скільки хвальби
filtered-cv10-test/2832.wav,крізь сни та крізь мрії пройде твоя душа честь твоя збереже наш край
filtered-cv10-test/2833.wav,олимпський потрух взворушивсь
filtered-cv10-test/2834.wav,перехідні і неперехідні дієслова
filtered-cv10-test/2835.wav,за півтори години роботу закінчено
filtered-cv10-test/2838.wav,зрештою атакувати всіма силами одночасно підставляючи густі лави під кулемети не було сенсу
filtered-cv10-test/284.wav,язик без кісток що хоче лопоче
filtered-cv10-test/2840.wav,розкажи мені як все було
filtered-cv10-test/3392.wav,відунові
filtered-cv10-test/3394.wav,ще раз
filtered-cv10-test/3395.wav,договір зокрема передбачав щорічну фінансову підтримку чоґ'яла
filtered-cv10-test/3396.wav,лети соколе щоб твоєї ворочаєчки хтось не заворотив
filtered-cv10-test/3397.wav,оригінальні вислови про життя
filtered-cv10-test/3398.wav,вона мала світський характер ставши одним із джерел цього напряму ранньої польської літератури
filtered-cv10-test/34.wav,я раптом оглянувся й побачив перед себе здоровенного поліцая
filtered-cv10-test/340.wav,всякого я тут знайшов
filtered-cv10-test/3401.wav,відомо багато фальшивих купюр цього номіналу
filtered-cv10-test/3402.wav,та куди ж це годиться
filtered-cv10-test/3404.wav,він здогнав її на поверші й повелів кивнувши на двері спочивальні
filtered-cv10-test/3405.wav,воскресла душа солов'їна
filtered-cv10-test/3406.wav,антиамериканка
filtered-cv10-test/3407.wav,втім навіть без жодних добавок хмільний мед має власний м'який смак
filtered-cv10-test/3408.wav,мене ж мати та й не била
filtered-cv10-test/3409.wav,герб являє собою прямокутний щит який утворений п'ятьма кольорами
filtered-cv10-test/341.wav,обабіч лінії поїхали роз'їзди
filtered-cv10-test/3410.wav,вмер
filtered-cv10-test/3569.wav,цим займається прокуратура міста
filtered-cv10-test/357.wav,їв би кіт рибку а в воду не хоче
filtered-cv10-test/3570.wav,у гарварді однак пристосування до кінця позолоченого віку віку шампанського виявилось особливо болісним
filtered-cv10-test/3571.wav,когута по гребеню пізнають
filtered-cv10-test/3572.wav,постраждалих госпіталізували
filtered-cv10-test/3573.wav,життя це втома що зростає з кожним роком
filtered-cv10-test/3574.wav,держава сприяє розвиткові науки
filtered-cv10-test/3575.wav,не можна збільшувати концентрацію парникових газів
filtered-cv10-test/3576.wav,пані овраменко ми дякуємо за її повідомлення
filtered-cv10-test/3577.wav,відтак різні аудиторії потребують різних каналів якими до них надходитиме інформація
filtered-cv10-test/3578.wav,три речі ніколи не можна повернути час слово й можливість
filtered-cv10-test/3579.wav,я хочу відпочити від усього цього
filtered-cv10-test/358.wav,а в принципі підготовка до війни
filtered-cv10-test/3580.wav,ви знаєте це надзвичайно цікава тема
filtered-cv10-test/3581.wav,я прошу записуватись
filtered-cv10-test/3582.wav,кому душа болить тому весь світ плаче
filtered-cv10-test/3583.wav,кого кликати коли вбиває поліція
filtered-cv10-test/3584.wav,однак при перевірці його опису виявилися деякі проблеми
filtered-cv10-test/3585.wav,десь поїхав мій миленький іншої шукати
filtered-cv10-test/3019.wav,і таке ставлення як нам відомо збереглося на віки
filtered-cv10-test/302.wav,по якомусь часі двері знову рипнули й чорна велика постать наблизилася й стала збоку
filtered-cv10-test/3020.wav,до повноважень верховної ради україни належить
filtered-cv10-test/3021.wav,однак москва пам'ятає лише про свої права
filtered-cv10-test/3022.wav,де плачуть там немає вже краси
filtered-cv10-test/3023.wav,королівським персонам як і звичайним парам теж доводиться справлятися з труднощами
filtered-cv10-test/3024.wav,не будь тим що землю риє
filtered-cv10-test/3025.wav,його земляк з краснодону продовжив там немає легітимної влади
filtered-cv10-test/3026.wav,після виснажливої роботи з людьми вгамовує стрес переглядом відосів
filtered-cv10-test/3027.wav,це ганьба
filtered-cv10-test/3028.wav,і тоді коли ми відправляємо рішення-повідомлення ми вже маємо нову інформацію
filtered-cv10-test/1593.wav,законами україни автономній республіці крим можуть бути делеговані також інші повноваження
filtered-cv10-test/1594.wav,погляньте на японію за територією одна російська губернія за кількістю народу майже дорівнює росії
filtered-cv10-test/1595.wav,борислав розгублено відповів
filtered-cv10-test/1596.wav,вдар сказав людота
filtered-cv10-test/1597.wav,князь усміхнувся
filtered-cv10-test/1598.wav,пійдете зі мною
filtered-cv10-test/1599.wav,а ти великим князем скоро станеш
filtered-cv10-test/16.wav,потім шепіт стає сонним і затихає
filtered-cv10-test/160.wav,сподіваюся читачі розуміють всю комічність становища
filtered-cv10-test/1600.wav,пали
filtered-cv10-test/91.wav,а може то я
filtered-cv10-test/910.wav,так і йде в кружок
filtered-cv10-test/911.wav,уяви я щойно збиралася сказати тобі про це а ти вже знаєш
filtered-cv10-test/912.wav,щоб і з-під куща хід був
filtered-cv10-test/913.wav,твій же вік не бог зна який
filtered-cv10-test/915.wav,ні я кого шукала того й знайшла
filtered-cv10-test/916.wav,за козаком ніхто не заплаче
filtered-cv10-test/918.wav,однак погляньмо на факти історії
filtered-cv10-test/919.wav,бачите як він грубо спотворив істину
filtered-cv10-test/92.wav,на голові є дзьоб що складається із видозмінених щелеп
filtered-cv10-test/920.wav,і так що багато хто здивувався хто чекав від олександра ісайовича зважених слів розчаровані
filtered-cv10-test/921.wav,певно згодом хтось дуже старанно знищував сліди та інші нагадування про фінські племена
filtered-cv10-test/922.wav,тим часом усього києвого городу було чотири тисячі кроків по гостроколу
filtered-cv10-test/923.wav,навіть у суздальській землі московський князь не міг плекати ілюзій стосовно отримання престолу великокнязівського
filtered-cv10-test/924.wav,сиди княже зараз харя повідає нам казочку
filtered-cv10-test/925.wav,усім вона каторжна усім на світі
filtered-cv10-test/926.wav,вибач я до цього не дійшла
filtered-cv10-test/927.wav,а як погоня піде
filtered-cv10-test/928.wav,він стояв у човні випроставшись очі його блищали почуттям перемоги
filtered-cv10-test/929.wav,адже я його знаю
filtered-cv10-test/423.wav,конституційні права і свободи гарантуються і не можуть бути скасовані
filtered-cv10-test/424.wav,така інформація ніким не може бути засекречена
filtered-cv10-test/425.wav,з неї лише хапали нафту і золото ліс і хутро
filtered-cv10-test/426.wav,отаман спитав
filtered-cv10-test/427.wav,певно можна судити лише про те що чинш мав переважно натуральний характер
filtered-cv10-test/429.wav,а з русальської неділі на дев'яносто четверте літо зверне мені
filtered-cv10-test/43.wav,зорін тримав у руках червоне полотнище
filtered-cv10-test/430.wav,він спитав старого конюшого першої після себе людини в сьому безконечному ворушкому світі
filtered-cv10-test/431.wav,такої сте хотіли поспитав дід у молоді
filtered-cv10-test/432.wav,не вчи рибу плавати
filtered-cv10-test/433.wav,п'яному і на світлій вулиці темно
filtered-cv10-test/1777.wav,микита беклемішев мав чітку вказівку московського князя погодитися на таку умову хана
filtered-cv10-test/1778.wav,треба і в цих питаннях відкинути брехню й вигадки великоросійських писань
filtered-cv10-test/1779.wav,як дбаєш так і маєш
filtered-cv10-test/178.wav,щоб з мурованих колодязів коней напувати
filtered-cv10-test/1780.wav,розраховано на невігласів на багато сотень років
filtered-cv10-test/1781.wav,знову московія була спалена і розорена
filtered-cv10-test/1782.wav,через що спостерігалася їхня взаємна нелюбов
filtered-cv10-test/1783.wav,нехай кожен живе тим ким побажав сам чи його предки
filtered-cv10-test/1784.wav,батий кликав досебе великого князя
filtered-cv10-test/1785.wav,а росіян там близько не було
filtered-cv10-test/1786.wav,таку психологію розбою й бандитизму заклав у свідомість московитів незабутній олександр невський
filtered-cv10-test/1788.wav,незабаром з'явилося більш універсальне пояснення
filtered-cv10-test/1789.wav,за переможеними не залишалося жодних прав жодної власності
filtered-cv10-test/179.wav,але ти перше за все повинен убити мене
filtered-cv10-test/1790.wav,зробив наспіх як насміх
filtered-cv10-test/1791.wav,гни дерево поки молоде
filtered-cv10-test/1792.wav,корунд є важливою сировиною для квантових генераторів фізичних приладів годинників
filtered-cv10-test/1793.wav,страх перед вовками виник у хлопчика під враженням від казок
filtered-cv10-test/1949.wav,гатило подумав але врешті вирішив прийняти римського сла
filtered-cv10-test/195.wav,поруч козаки розкладали вогнище
filtered-cv10-test/1950.wav,а ти його любиш
filtered-cv10-test/1951.wav,свати до кого
filtered-cv10-test/1952.wav,то вже ліпше погодився луганський князь
filtered-cv10-test/1955.wav,лосько незворушно повторив
filtered-cv10-test/1956.wav,заснула-с тихо спитав людота
filtered-cv10-test/1958.wav,по-перше ви не дали скінчити мені промови без попередження перервавши на головному
filtered-cv10-test/1959.wav,однак кінець манґи ще не відомий
filtered-cv10-test/196.wav,вона знову зітхнула
filtered-cv10-test/1960.wav,колона завернула до лісу
filtered-cv10-test/1961.wav,тоді ж існувало незначне виробництво торф'яних брикетів та торф'яного коксу
filtered-cv10-test/1962.wav,прокидаюсь увесь закостенілий перемерзлий
filtered-cv10-test/1963.wav,тебе я швидко повінчаю
filtered-cv10-test/1405.wav,побачивши нас почала розсипатися в лаву
filtered-cv10-test/1406.wav,шіснадцяти
filtered-cv10-test/1407.wav,іншого тоді не могло бути
filtered-cv10-test/1408.wav,точнісінько так само не любив андрій і старшої батькової дружини
filtered-cv10-test/1409.wav,однак за джерелами великоросів на сіті загинув і великий володимирський князь юрій всеволодович
filtered-cv10-test/141.wav,але брехня російської імперії не вмре власною смертю
filtered-cv10-test/1410.wav,єдиної спадкоємиці
filtered-cv10-test/1411.wav,не пролив ти крові ворога в грізну лиху годину проллєш батькову і братову проллєш
filtered-cv10-test/1412.wav,строк повноважень сільського селищного міського голови обраного на чергових виборах становить п'ять років
filtered-cv10-test/1413.wav,за щучим велінням  за хотінням карамзіна отримав димитрій не князівську посаду в татарському
filtered-cv10-test/1414.wav,отже його книга мала посилання на багато першоджерел
