path,text
/data/filtered-cv10-test/185.wav,є сотня мов а правда лиш одна
/data/filtered-cv10-test/1851.wav,що дають наставив вухо й великий князь
/data/filtered-cv10-test/1853.wav,ти хто єси може
/data/filtered-cv10-test/1854.wav,хто єсте й хто сле вас до мене
/data/filtered-cv10-test/3691.wav,на вічность пам'яти своєй
/data/filtered-cv10-test/3692.wav,це через тебе батьку бородатий козакам закордону забагнулося
/data/filtered-cv10-test/3693.wav,наступного дня фельдшер викликав до лікарні також і зінкевича
/data/filtered-cv10-test/3694.wav,а ви ж куди це в розвідку
/data/filtered-cv10-test/3695.wav,пострілявши декілька хвилин і не дочекавшись відповіді знову рушили вперед
/data/filtered-cv10-test/3696.wav,подекуди віднайдете щось і на кшталт басейну
/data/filtered-cv10-test/3697.wav,нехай же зносять в добрий час
/data/filtered-cv10-test/3698.wav,шофер спокійний жартує
/data/filtered-cv10-test/3699.wav,ми теж жартуємо обіцяємо йому п'ять куль у потилицю якщо
/data/filtered-cv10-test/37.wav,і це вам у житті здасться
/data/filtered-cv10-test/370.wav,брехливо облагородили олександра так званого невського
/data/filtered-cv10-test/3700.wav,на вічний вік осиротив
/data/filtered-cv10-test/2618.wav,він схопився на ноги й прислухався
/data/filtered-cv10-test/262.wav,плутон тебе закабалить
/data/filtered-cv10-test/2620.wav,а ввесь ліс жив якимсь невідомим життям
/data/filtered-cv10-test/2622.wav,я не брав він сам дав
/data/filtered-cv10-test/2623.wav,не вір мій пане
/data/filtered-cv10-test/2625.wav,андрій пішов і собі додому
/data/filtered-cv10-test/2627.wav,прилучені до бригади фронтовики переважно москалі перемучені й апатичні
/data/filtered-cv10-test/2628.wav,валялися коробки з консервами шматки ковбаси сухої риби сала
/data/filtered-cv10-test/2629.wav,роль їхня вже визначена
/data/filtered-cv10-test/263.wav,отже звечора підуть полями до кам'янки а під ранок вернуться з харчами
/data/filtered-cv10-test/2630.wav,ті що стояли далі похилившись на рушниці думали кожний свою думу
/data/filtered-cv10-test/2631.wav,от така собі пропасниця
/data/filtered-cv10-test/2632.wav,червоні гарматники мусили би бути великими ворожбитами щоб вгадати де ми перебуваємо
/data/filtered-cv10-test/2633.wav,понад двісті в'язнів скніли у двох величезних сполучених підвалах жінки й чоловіки разом
/data/filtered-cv10-test/2634.wav,віщий сон отамана деркача
/data/filtered-cv10-test/2635.wav,синтаксична роль частки
/data/filtered-cv10-test/801.wav,мовчанка висла й досі й тиснула всім на вуха тоді хтось порушив її
/data/filtered-cv10-test/802.wav,сталося ж зовсім несподіване
/data/filtered-cv10-test/803.wav,а потому й молодим
/data/filtered-cv10-test/805.wav,скільки
/data/filtered-cv10-test/806.wav,пізнати пана по халявах
/data/filtered-cv10-test/807.wav,мене цікавить таке питання
/data/filtered-cv10-test/808.wav,українські міста змінюються та трансформуються
/data/filtered-cv10-test/809.wav,усе життя шукала принца на білому коні а трапляються лише вершники без голови
/data/filtered-cv10-test/81.wav,кожна людина це неповторний світ
/data/filtered-cv10-test/810.wav,галинка колись служила у пана в горницях
/data/filtered-cv10-test/811.wav,я бачу російських солдатів які збираються в цей останній південний похід
/data/filtered-cv10-test/812.wav,устань і підійди
/data/filtered-cv10-test/813.wav,бабцю мовила зовсім тверезим голосом жона я-м тобі ще не все рекла
/data/filtered-cv10-test/814.wav,піди до ждана
/data/filtered-cv10-test/815.wav,цей період став визначальним для майбутнього слов'янських і фінських племен
/data/filtered-cv10-test/3241.wav,велій болярин зам'явся
/data/filtered-cv10-test/3242.wav,через що московит і повинен отримати перевагу
/data/filtered-cv10-test/3243.wav,ось такі митрополити-державники російського православ'я
/data/filtered-cv10-test/3244.wav,про це мені повідомили у союзному держплані в часи перебудови
/data/filtered-cv10-test/3245.wav,людям язика не зав'яжеш
/data/filtered-cv10-test/3246.wav,войслав гордовито відповів
/data/filtered-cv10-test/3247.wav,маю
/data/filtered-cv10-test/3248.wav,підставами для звільнення судді є
/data/filtered-cv10-test/3249.wav,один із древніх істориків смути бачив загальну народну провину в божевільному мовчанні перед царем
/data/filtered-cv10-test/325.wav,не святі горшки ліплять
/data/filtered-cv10-test/3251.wav,згадайте брехню про київ
/data/filtered-cv10-test/326.wav,однак це чергова вигадка
/data/filtered-cv10-test/3260.wav,не знаю як читачі але я в подібні сказання не вірю
/data/filtered-cv10-test/3267.wav,чорнолісці вже пішли в той район
/data/filtered-cv10-test/3268.wav,енея з військом уздріває
/data/filtered-cv10-test/3269.wav,два козаки стали по боках
/data/filtered-cv10-test/127.wav,далі кладемо інгредієнти шарами вівсянка сирок горіхи
/data/filtered-cv10-test/1270.wav,тому посідання великокнязівського престолу ярославом всеволодовичем слід гадати відбувалося за зовсім іншим сценарієм
/data/filtered-cv10-test/1271.wav,сім'я дитинство материнство і батьківство охороняються державою
/data/filtered-cv10-test/1272.wav,рішення комісії оформлюється протоколом який підписується головуючим на засіданні комісії
/data/filtered-cv10-test/1273.wav,свою долю й конем не об'їдеш
/data/filtered-cv10-test/1274.wav,вам усім добре видно свої прізвища на екрані
/data/filtered-cv10-test/1275.wav,одне лише я знала й відчувала
/data/filtered-cv10-test/1276.wav,а берлінський гестапівець після війни знову спокійнісінько працює в органах влади
/data/filtered-cv10-test/1277.wav,якщо є запитання готова відповідати
/data/filtered-cv10-test/1278.wav,шановні панове депутати
/data/filtered-cv10-test/1279.wav,їхня компанія виготовляла алюмінієві вікна й двері працювали там пів року
/data/filtered-cv10-test/128.wav,поки що я не бачу на виступ з місця не записався ніхто
/data/filtered-cv10-test/1280.wav,зарубай собі на носі
/data/filtered-cv10-test/1281.wav,кіновиробництво процес довгий і затратний
/data/filtered-cv10-test/1672.wav,розмови стихли
/data/filtered-cv10-test/1673.wav,чого в ньому більше
/data/filtered-cv10-test/1674.wav,тепер же коли хоч злигаймось
/data/filtered-cv10-test/1675.wav,обійшлося на щастя без жертв
/data/filtered-cv10-test/1676.wav,відносно-якісні прикметники
/data/filtered-cv10-test/1677.wav,нульове
/data/filtered-cv10-test/1678.wav,вимова подібна до полтавської таке ж пом'якшення л
/data/filtered-cv10-test/168.wav,та й не могли знати
/data/filtered-cv10-test/1680.wav,пішов із ханенком і ще кількома хлопцями в село
/data/filtered-cv10-test/1682.wav,схиляємо голову перед подвигом захисників
/data/filtered-cv10-test/1683.wav,хто мовчить той десятьох навчить
/data/filtered-cv10-test/1684.wav,нема мені ні від сонця ні від місяця
/data/filtered-cv10-test/2053.wav,разом із тим спостерігаються й деякі закономірності в наголошуванні слів
/data/filtered-cv10-test/2054.wav,не будь тим що землю риє
/data/filtered-cv10-test/2055.wav,вони знов приїхали
/data/filtered-cv10-test/2056.wav,велика частина системного програмного забезпечення пишеться мовою сі
/data/filtered-cv10-test/2057.wav,у них на обслуговуванні є велика кількість будинків
/data/filtered-cv10-test/2058.wav,добробут і щастя країни з найбільшим населенням у світі залежить від цього
/data/filtered-cv10-test/2059.wav,зустрілись теж як в фільмі
/data/filtered-cv10-test/206.wav,та однієї весни
/data/filtered-cv10-test/2060.wav,звідси і недовіра чи навіть підозри які відкрито висловлюються
/data/filtered-cv10-test/2061.wav,переходимо до наступного питання
/data/filtered-cv10-test/2062.wav,шановні колеги прошу уваги
/data/filtered-cv10-test/2063.wav,мова довга не є добро
/data/filtered-cv10-test/2064.wav,іноді з'їси і не доволі зате живеш на волі
/data/filtered-cv10-test/2426.wav,я піду зараз не бійтеся
/data/filtered-cv10-test/2427.wav,два чоловіки хапали здоровенні молоти і били в такт по залізу
/data/filtered-cv10-test/2428.wav,що знає панна про графа
/data/filtered-cv10-test/243.wav,хочуть вкрасти
/data/filtered-cv10-test/2430.wav,простежмо добре відому закономірність зі смертю по дорозі
/data/filtered-cv10-test/2431.wav,хто вище злізе дужче пада
/data/filtered-cv10-test/2433.wav,я свідомо занижую цю цифру
/data/filtered-cv10-test/2434.wav,власні невміння і тупість закрили людськими життями
/data/filtered-cv10-test/2435.wav,виконавчу владу в областях і районах містах києві та севастополі здійснюють місцеві державні адміністрації
/data/filtered-cv10-test/2437.wav,слов'янські святині підніс татарам на тарілочці олександр невський своєю зрадою
/data/filtered-cv10-test/2438.wav,і як ми переконаємося у цих діяннях імперії крився доволі прагматичний резон
/data/filtered-cv10-test/3102.wav,це її фарисейський вимисел про святість олександра невського
/data/filtered-cv10-test/3103.wav,так що гарматний матеріал потроївся
/data/filtered-cv10-test/3104.wav,старий кінь борозни не зіпсує
/data/filtered-cv10-test/3105.wav,а тільки як-небудь спіткнись дивись хто й поважав той лає
/data/filtered-cv10-test/3106.wav,російський істеблішмент сотворив колосальний фокус загубив першоджерела
/data/filtered-cv10-test/3108.wav,мовляв погляньте самі київські літописці зафіксували нашу появу на світ божий
/data/filtered-cv10-test/3109.wav,бояри дружинники які прийшли з батьком андрія і підкорили племена
/data/filtered-cv10-test/311.wav,скільки вовка не годуй а він все в ліс дивиться
/data/filtered-cv10-test/3110.wav,сильною вона стала тільки тому що в майстерності рабства виявилася не-перевершеною
/data/filtered-cv10-test/3111.wav,перша світова війна
/data/filtered-cv10-test/3112.wav,застосування мов в україні гарантується конституцією україни та визначається законом
/data/filtered-cv10-test/684.wav,нехай дружба буде для тебе яскравим світлом що осягає мету життя
/data/filtered-cv10-test/685.wav,особливості здійснення виконавчої влади у містах києві та севастополі визначаються окремими законами україни
/data/filtered-cv10-test/69.wav,навіщо давати матеріал для роздумів нехай людина вірить московським сказанням
/data/filtered-cv10-test/690.wav,болять мені рани сікурдові печуть у серці й не можу вгамувати їх
/data/filtered-cv10-test/691.wav,тепер іди собі
/data/filtered-cv10-test/693.wav,потім тайвань захопили китайці які не мали з аборигенами нічого спільного
/data/filtered-cv10-test/694.wav,через низьку зарплату молодь не хоче залишатися у містечку донецької області
/data/filtered-cv10-test/695.wav,різниця в тому що японці не вважають що через це треба злитися
/data/filtered-cv10-test/696.wav,щодо скасування незаконних розпоряджень
/data/filtered-cv10-test/697.wav,дякую вам за розуміння
/data/filtered-cv10-test/698.wav,бісились до сказу імперські зарази валуєвські циркуляри і емські укази
/data/filtered-cv10-test/699.wav,не раніш як я сповню свою службу сла
/data/filtered-cv10-test/1107.wav,який їхав таку й здибав
/data/filtered-cv10-test/1108.wav,держава прагне до збалансованості бюджету україни
/data/filtered-cv10-test/1109.wav,якщо народ обирає свободу він матиме хліб вирощений ним самим і ніким не відібраний
/data/filtered-cv10-test/111.wav,за чужим столом не махай постолом
/data/filtered-cv10-test/1110.wav,це підтверджується і непрямими джерелами
/data/filtered-cv10-test/1111.wav,під лежачий камінь вода не тече
/data/filtered-cv10-test/1112.wav,послухаймо історика
/data/filtered-cv10-test/1113.wav,але це буде пізніше
/data/filtered-cv10-test/1114.wav,бійся не того собаки що бреше а того що лащиться
/data/filtered-cv10-test/1115.wav,татаро-монголів ніколи не лякали стіни
/data/filtered-cv10-test/1116.wav,український народ не мав історичних коренів які б пов'язували його з московитами
/data/filtered-cv10-test/2822.wav,однак повернімося до українських земель на які у вас великий апетит
/data/filtered-cv10-test/2825.wav,в понеділок
/data/filtered-cv10-test/2826.wav,бабуся прочовгала до виходу
/data/filtered-cv10-test/2827.wav,коли зійдеться три українці то це вже хор
/data/filtered-cv10-test/283.wav,частина друга
/data/filtered-cv10-test/2830.wav,але скільки гонору скільки хвальби
/data/filtered-cv10-test/2832.wav,крізь сни та крізь мрії пройде твоя душа честь твоя збереже наш край
/data/filtered-cv10-test/2833.wav,олимпський потрух взворушивсь
/data/filtered-cv10-test/2834.wav,перехідні і неперехідні дієслова
/data/filtered-cv10-test/2835.wav,за півтори години роботу закінчено
/data/filtered-cv10-test/2838.wav,зрештою атакувати всіма силами одночасно підставляючи густі лави під кулемети не було сенсу
/data/filtered-cv10-test/284.wav,язик без кісток що хоче лопоче
/data/filtered-cv10-test/2840.wav,розкажи мені як все було
/data/filtered-cv10-test/3392.wav,відунові
/data/filtered-cv10-test/3394.wav,ще раз
/data/filtered-cv10-test/3395.wav,договір зокрема передбачав щорічну фінансову підтримку чоґ'яла
/data/filtered-cv10-test/3396.wav,лети соколе щоб твоєї ворочаєчки хтось не заворотив
/data/filtered-cv10-test/3397.wav,оригінальні вислови про життя
/data/filtered-cv10-test/3398.wav,вона мала світський характер ставши одним із джерел цього напряму ранньої польської літератури
/data/filtered-cv10-test/34.wav,я раптом оглянувся й побачив перед себе здоровенного поліцая
/data/filtered-cv10-test/340.wav,всякого я тут знайшов
/data/filtered-cv10-test/3401.wav,відомо багато фальшивих купюр цього номіналу
/data/filtered-cv10-test/3402.wav,та куди ж це годиться
/data/filtered-cv10-test/3404.wav,він здогнав її на поверші й повелів кивнувши на двері спочивальні
/data/filtered-cv10-test/3405.wav,воскресла душа солов'їна
/data/filtered-cv10-test/3406.wav,антиамериканка
/data/filtered-cv10-test/3407.wav,втім навіть без жодних добавок хмільний мед має власний м'який смак
/data/filtered-cv10-test/3408.wav,мене ж мати та й не била
/data/filtered-cv10-test/3409.wav,герб являє собою прямокутний щит який утворений п'ятьма кольорами
/data/filtered-cv10-test/341.wav,обабіч лінії поїхали роз'їзди
/data/filtered-cv10-test/3410.wav,вмер
/data/filtered-cv10-test/3569.wav,цим займається прокуратура міста
/data/filtered-cv10-test/357.wav,їв би кіт рибку а в воду не хоче
/data/filtered-cv10-test/3570.wav,у гарварді однак пристосування до кінця позолоченого віку віку шампанського виявилось особливо болісним
/data/filtered-cv10-test/3571.wav,когута по гребеню пізнають
/data/filtered-cv10-test/3572.wav,постраждалих госпіталізували
/data/filtered-cv10-test/3573.wav,життя це втома що зростає з кожним роком
/data/filtered-cv10-test/3574.wav,держава сприяє розвиткові науки
/data/filtered-cv10-test/3575.wav,не можна збільшувати концентрацію парникових газів
/data/filtered-cv10-test/3576.wav,пані овраменко ми дякуємо за її повідомлення
/data/filtered-cv10-test/3577.wav,відтак різні аудиторії потребують різних каналів якими до них надходитиме інформація
/data/filtered-cv10-test/3578.wav,три речі ніколи не можна повернути час слово й можливість
/data/filtered-cv10-test/3579.wav,я хочу відпочити від усього цього
/data/filtered-cv10-test/358.wav,а в принципі підготовка до війни
/data/filtered-cv10-test/3580.wav,ви знаєте це надзвичайно цікава тема
/data/filtered-cv10-test/3581.wav,я прошу записуватись
/data/filtered-cv10-test/3582.wav,кому душа болить тому весь світ плаче
/data/filtered-cv10-test/3583.wav,кого кликати коли вбиває поліція
/data/filtered-cv10-test/3584.wav,однак при перевірці його опису виявилися деякі проблеми
/data/filtered-cv10-test/3585.wav,десь поїхав мій миленький іншої шукати
/data/filtered-cv10-test/3019.wav,і таке ставлення як нам відомо збереглося на віки
/data/filtered-cv10-test/302.wav,по якомусь часі двері знову рипнули й чорна велика постать наблизилася й стала збоку
/data/filtered-cv10-test/3020.wav,до повноважень верховної ради україни належить
/data/filtered-cv10-test/3021.wav,однак москва пам'ятає лише про свої права
/data/filtered-cv10-test/3022.wav,де плачуть там немає вже краси
/data/filtered-cv10-test/3023.wav,королівським персонам як і звичайним парам теж доводиться справлятися з труднощами
/data/filtered-cv10-test/3024.wav,не будь тим що землю риє
/data/filtered-cv10-test/3025.wav,його земляк з краснодону продовжив там немає легітимної влади
/data/filtered-cv10-test/3026.wav,після виснажливої роботи з людьми вгамовує стрес переглядом відосів
/data/filtered-cv10-test/3027.wav,це ганьба
/data/filtered-cv10-test/3028.wav,і тоді коли ми відправляємо рішення-повідомлення ми вже маємо нову інформацію
/data/filtered-cv10-test/1593.wav,законами україни автономній республіці крим можуть бути делеговані також інші повноваження
/data/filtered-cv10-test/1594.wav,погляньте на японію за територією одна російська губернія за кількістю народу майже дорівнює росії
/data/filtered-cv10-test/1595.wav,борислав розгублено відповів
/data/filtered-cv10-test/1596.wav,вдар сказав людота
/data/filtered-cv10-test/1597.wav,князь усміхнувся
/data/filtered-cv10-test/1598.wav,пійдете зі мною
/data/filtered-cv10-test/1599.wav,а ти великим князем скоро станеш
/data/filtered-cv10-test/16.wav,потім шепіт стає сонним і затихає
/data/filtered-cv10-test/160.wav,сподіваюся читачі розуміють всю комічність становища
/data/filtered-cv10-test/1600.wav,пали
/data/filtered-cv10-test/91.wav,а може то я
/data/filtered-cv10-test/910.wav,так і йде в кружок
/data/filtered-cv10-test/911.wav,уяви я щойно збиралася сказати тобі про це а ти вже знаєш
/data/filtered-cv10-test/912.wav,щоб і з-під куща хід був
/data/filtered-cv10-test/913.wav,твій же вік не бог зна який
/data/filtered-cv10-test/915.wav,ні я кого шукала того й знайшла
/data/filtered-cv10-test/916.wav,за козаком ніхто не заплаче
/data/filtered-cv10-test/918.wav,однак погляньмо на факти історії
/data/filtered-cv10-test/919.wav,бачите як він грубо спотворив істину
/data/filtered-cv10-test/92.wav,на голові є дзьоб що складається із видозмінених щелеп
/data/filtered-cv10-test/920.wav,і так що багато хто здивувався хто чекав від олександра ісайовича зважених слів розчаровані
/data/filtered-cv10-test/921.wav,певно згодом хтось дуже старанно знищував сліди та інші нагадування про фінські племена
/data/filtered-cv10-test/922.wav,тим часом усього києвого городу було чотири тисячі кроків по гостроколу
/data/filtered-cv10-test/923.wav,навіть у суздальській землі московський князь не міг плекати ілюзій стосовно отримання престолу великокнязівського
/data/filtered-cv10-test/924.wav,сиди княже зараз харя повідає нам казочку
/data/filtered-cv10-test/925.wav,усім вона каторжна усім на світі
/data/filtered-cv10-test/926.wav,вибач я до цього не дійшла
/data/filtered-cv10-test/927.wav,а як погоня піде
/data/filtered-cv10-test/928.wav,він стояв у човні випроставшись очі його блищали почуттям перемоги
/data/filtered-cv10-test/929.wav,адже я його знаю
/data/filtered-cv10-test/423.wav,конституційні права і свободи гарантуються і не можуть бути скасовані
/data/filtered-cv10-test/424.wav,така інформація ніким не може бути засекречена
/data/filtered-cv10-test/425.wav,з неї лише хапали нафту і золото ліс і хутро
/data/filtered-cv10-test/426.wav,отаман спитав
/data/filtered-cv10-test/427.wav,певно можна судити лише про те що чинш мав переважно натуральний характер
/data/filtered-cv10-test/429.wav,а з русальської неділі на дев'яносто четверте літо зверне мені
/data/filtered-cv10-test/43.wav,зорін тримав у руках червоне полотнище
/data/filtered-cv10-test/430.wav,він спитав старого конюшого першої після себе людини в сьому безконечному ворушкому світі
/data/filtered-cv10-test/431.wav,такої сте хотіли поспитав дід у молоді
/data/filtered-cv10-test/432.wav,не вчи рибу плавати
/data/filtered-cv10-test/433.wav,п'яному і на світлій вулиці темно
/data/filtered-cv10-test/1777.wav,микита беклемішев мав чітку вказівку московського князя погодитися на таку умову хана
/data/filtered-cv10-test/1778.wav,треба і в цих питаннях відкинути брехню й вигадки великоросійських писань
/data/filtered-cv10-test/1779.wav,як дбаєш так і маєш
/data/filtered-cv10-test/178.wav,щоб з мурованих колодязів коней напувати
/data/filtered-cv10-test/1780.wav,розраховано на невігласів на багато сотень років
/data/filtered-cv10-test/1781.wav,знову московія була спалена і розорена
/data/filtered-cv10-test/1782.wav,через що спостерігалася їхня взаємна нелюбов
/data/filtered-cv10-test/1783.wav,нехай кожен живе тим ким побажав сам чи його предки
/data/filtered-cv10-test/1784.wav,батий кликав досебе великого князя
/data/filtered-cv10-test/1785.wav,а росіян там близько не було
/data/filtered-cv10-test/1786.wav,таку психологію розбою й бандитизму заклав у свідомість московитів незабутній олександр невський
/data/filtered-cv10-test/1788.wav,незабаром з'явилося більш універсальне пояснення
/data/filtered-cv10-test/1789.wav,за переможеними не залишалося жодних прав жодної власності
/data/filtered-cv10-test/179.wav,але ти перше за все повинен убити мене
